Master Doküman Listesi;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Doküman Kodu;Doküman Adý;;Doküman Ýngilizce Adý;Tipi;Hazýrlama Tarihi;"Revizyon
No";"Revizyon
Tarihi";Revize Eden;Sorumlu Kýsým;Revizyon Nedeni;Revizyon;Son Gözden Geçirme Tarihi;Gelecek Gözden Geçirme Tarihi;Gözden Geçirme Periyodu ;Onay Tarihi;Kullanýldýðý Süreçler;Doküman Sorumlusu;Arþivleme Süresi
KD.BC.190.20;100.Yýl Bilimsel Etkinliði 5. Toplantý Tutanaðý-10.01.2020;;;Kayýt;10.01.2020;0;10.01.2020;Þebnem Þenol;Bilimsel Çalýþmalar;Yeni Doküman;;10.01.2020;;;10.01.2020;;;0
KD.BC.191.20;100. Yýl Bilimsel Etkinliði Toplantý Raporu-13.03.2020;;;Kayýt;13.03.2020;0;13.03.2020;Þebnem Þenol;Bilimsel Çalýþmalar;Yeni Doküman;;13.03.2020;;;13.03.2020;;;0
KD.BC.192.20;100.Yýl Bilimsel Etkinliði 6. Toplantý Tutanaðý-17.02.2020;;;Kayýt;17.02.2020;0;17.02.2020;Þebnem Þenol;Bilimsel Çalýþmalar;Yeni Doküman;;17.02.2020;;;17.02.2020;;;0
KD.BC.193.20;Dýþ Ýliþkiler Birimiyle Toplantý-20.01.2020;;;Kayýt;20.01.2020;0;20.01.2020;Þebnem Þenol;Bilimsel Çalýþmalar;Yeni Doküman;;20.01.2020;;;20.01.2020;;;0
KD.BC.194.20;DSÖ Ankara Ofis Ziyareti Bilgi Notu-10.01.2020;;;Kayýt;10.01.2020;0;10.01.2020;Þebnem Þenol;Bilimsel Çalýþmalar;Yeni Doküman;;10.01.2020;;;10.01.2020;;;0
KD.BC.195.20;Keynote Speaker Database;;;Kayýt;29.12.2020;0;29.12.2020;Þebnem Þenol;Bilimsel Çalýþmalar;Yeni Doküman;;29.12.2020;;;29.12.2020;;;0
KD.BC.196.20;Yeþilay Uluslararasý Baðýmlýlýk Kongresi Taslak Program BÇS;;;Kayýt;25.06.2020;0;25.06.2020;Þebnem Þenol;Bilimsel Çalýþmalar;Yeni Doküman;;25.06.2020;;;25.06.2020;;;0
KD.BC.197.20;Invitation to H.E. Dr. Tedros Adhanom GHEBREYESUS-100th Year-Revision;;;Kayýt;04.02.2020;0;04.02.2020;Þebnem Þenol;Bilimsel Çalýþmalar;Yeni Doküman;;04.02.2020;;;04.02.2020;;;0
KD.BC.198.20;Yeþilay Uluslararasý Baðýmlýlýk Kongresi Web Sitesi Teknik Þartname;;;Kayýt;09.06.2020;0;09.06.2020;Þebnem Þenol;Bilimsel Çalýþmalar;Yeni Doküman;;09.06.2020;;;09.06.2020;;;0
KD.BC.199.20;TBA Web Site E Bülten Aboneliði Aydýnlatma Metni;;;Kayýt;29.12.2020;0;29.12.2020;Þebnem Þenol;Bilimsel Çalýþmalar;Yeni Doküman;;29.12.2020;;;29.12.2020;;;0
KD.BC.200.20;TBA Web Site Geri Bildirim Aydýnlatma Metni;;;Kayýt;29.12.2020;0;29.12.2020;Þebnem Þenol;Bilimsel Çalýþmalar;Yeni Doküman;;29.12.2020;;;29.12.2020;;;0
KD.BC.201.20;TBA Web Site Kaynak Önerme Aydýnlatma Metni;;;Kayýt;29.12.2020;0;29.12.2020;Þebnem Þenol;Bilimsel Çalýþmalar;Yeni Doküman;;29.12.2020;;;29.12.2020;;;0
KD.BC.202.20;TBA Web Site Terim Önerme Aydýnlatma Metni;;;Kayýt;29.12.2020;0;29.12.2020;Þebnem Þenol;Bilimsel Çalýþmalar;Yeni Doküman;;29.12.2020;;;29.12.2020;;;0
KD.BC.203.20;Baðýmlýlýk Bilimi Alanýnda Akademik Yayýn Rehberi;;;Kayýt;10.08.2020;0;10.08.2020;Þebnem Þenol;Bilimsel Çalýþmalar;Yeni Doküman;;10.08.2020;;;10.08.2020;;;0
KD.BC.204.20;Çeviri Eser Daðýtým Listesi ;;;Kayýt;29.12.2020;0;29.12.2020;Þebnem Þenol;Bilimsel Çalýþmalar;Yeni Doküman;;29.12.2020;;;29.12.2020;;;0
KD.BC.205.20;Publishing Addiction Science Original Book;;;Kayýt;29.12.2020;0;29.12.2020;Þebnem Þenol;Bilimsel Çalýþmalar;Yeni Doküman;;29.12.2020;;;29.12.2020;;;0
KD.BC.206.20;PAS3 Copyright Letter-Letterhead Telif Hakký;;;Kayýt;29.12.2020;0;29.12.2020;Þebnem Þenol;Bilimsel Çalýþmalar Savunuculuk Müdürlüðü;Yeni Doküman;;29.12.2020;;;29.12.2020;;;0
KD.BC.207.20;16.12.2020 Ön Fizibilite Ön Rapor Deðerlendirme Toplantý Raporu 1. Toplantý Tutanaðý;;;Kayýt;16.12.2020;0;16.12.2020;Þebnem Þenol;Bilimsel Çalýþmalar;Yeni Doküman;;16.12.2020;;;16.12.2020;;;0
KD.BC.208.20;25.12.2020 Ön Fizibilite Ön Rapor Deðerlendirme Toplantý Raporu 2. Toplantý Tutanaðý;;;Kayýt;25.12.2020;0;25.12.2020;Þebnem Þenol;Bilimsel Çalýþmalar;Yeni Doküman;;25.12.2020;;;25.12.2020;;;0
KD.BC.209.20;28.12.2020 Yeþilay Üniversitesi Revize Ön Raporu;;;Kayýt;28.12.2020;0;28.12.2020;Þebnem Þenol;Bilimsel Çalýþmalar;Yeni Doküman;;28.12.2020;;;28.12.2020;;;0
KD.BC.210.20;Türkiye Oyun Sektörü Raporu 2020 Bilgi Notu ;;;Kayýt;27.05.2021;0;27.05.2021;Duygu Dinçer;Bilimsel Çalýþmalar;Yeni Doküman;;02.06.2021;;;02.06.2021;;;60
KD.BC.211.20;Uyuþturucu Madde Baðýmlýlýðý Ýle Mücadele Teknik Raporu 2020;;;Kayýt;12.07.2021;0;12.07.2021;Þebnem Þenol;Bilimsel Çalýþmalar;Yeni Doküman;;26.07.2021;;;26.07.2021;;;60
KD.BS.001.21;Türkiye Yeþilay Cemiyeti Kýzýlay Kýyaslama Raporu Þubat 2021;;;Kayýt;10.02.2021;0;10.02.2021;Cansel Ergül;Baðýþ ve Sponsorluk Yönetimi;Yeni Doküman;;10.02.2021;;;10.02.2021;;Muhammed Said Seven;0
KD.BS.001.22;Vodafone Baðýþ Toplama Protokolü;;;Kayýt;21.06.2022;0;23.06.2022;Pakize Melhüde Aydýn Baþaran;Baðýþ ve Sponsorluk Yönetimi;Yeni Doküman;;23.06.2022;;;23.06.2022;;Muhammed Said Seven;0
KD.BS.001.24;CRM Temsilci Listesi 2024;;;Doküman;14.08.2024;0;14.08.2024;Cansel Ergül;Baðýþ ve Sponsorluk Yönetimi;Yeni Doküman;;14.08.2024;14.02.2025;6;14.08.2024;;Cansel Ergül;60
KD.BS.002.21;Baðýþçý Kategorisi Matrisi;;;Doküman;19.08.2021;0;19.08.2021;Ebru Saka;Baðýþ ve Sponsorluk Yönetimi;Yeni Doküman;;22.08.2021;;;22.08.2021;;Muhammed Said Seven;60
KD.BS.003.21;Sponsorluk Baþvurusu Aydýnlatma Metni;;;Doküman;01.10.2021;0;01.10.2021;Merve Hasanov;Baðýþ ve Sponsorluk Yönetimi;Yeni Doküman;;01.10.2021;;;01.10.2021;;Muhammed Said Seven;60
KD.BT.001.18;Yeþilay Bilgi Teknolojileri Risk Kontrol Matrisi;;;Kayýt;13.12.2018;0;14.12.2018;Ýsmail Emre Helvacý;Yönetim Sistemleri Müdürlüðü;Yeni Doküman;;02.08.2021;;;14.12.2018;;;0
KD.BT.001.19;BÝMSER-BOYSWEB UYGULAMA HÝZMET SÖZLEÞMESÝ;;;Kayýt;08.01.2018;0;08.01.2018;Ýsmail Emre Helvacý;Bilgi Teknolojileri;QDMS'e geçiþ.;;08.01.2018;;;08.01.2018;;;0
KD.BT.002.19;BÝMSER-YAZILIM LÝSANS HÝZMET ALIM PROTOKOLÜ;;;Kayýt;28.12.2017;0;28.12.2017;Ýsmail Emre Helvacý;Bilgi Teknolojileri;QDMS'e geçiþ.;;28.12.2017;;;28.12.2017;;;0
KD.BT.003.19;CED-YEÞÝLAY SÝSTEM ODASI SÖZLEÞMESÝ;;;Kayýt;13.12.2018;0;13.12.2018;Ýsmail Emre Helvacý;Bilgi Teknolojileri;QDMS'e geçiþ.;;13.12.2018;;;13.12.2018;;;0
KD.BT.004.19;CLOUDÝN-BAKIM DESTEL SÖZLEÞMESÝ;;;Kayýt;09.07.2018;0;09.07.2018;Ýsmail Emre Helvacý;Bilgi Teknolojileri;QDMS'e geçiþ.;;09.07.2018;;;09.07.2018;;;0
KD.BT.005.19;CLOUDÝN- CRM GELÝÞTÝRME PROFESYONEL HÝZMETLERÝ ÇERÇEVE SÖZLEÞMESÝ;;;Kayýt;01.07.2018;0;01.07.2018;Ýsmail Emre Helvacý;Bilgi Teknolojileri;QDMS'e geçiþ.;;01.07.2018;;;01.07.2018;;;0
KD.BT.006.19;CODEN-DANIÞMANLIK HÝZMET SÖZLEÞMESÝ;;;Kayýt;18.06.2018;0;18.06.2018;Ýsmail Emre Helvacý;Bilgi Teknolojileri;QDMS'e geçiþ.;;18.06.2018;;;18.06.2018;;;0
KD.BT.007.19;KARYA-BAKIM ONARIM DESTEK SÖZLEÞMESÝ;;;Kayýt;31.12.2017;0;31.12.2017;Ýsmail Emre Helvacý;Bilgi Teknolojileri;QDMS'e geçiþ.;;31.12.2017;;;31.12.2017;;;0
KD.BT.008.19;MEYER-PDKS SÝSTEM SÖZLEÞMESÝ;;;Kayýt;01.04.2019;0;01.04.2019;Ýsmail Emre Helvacý;Bilgi Teknolojileri;QDMS'e geçiþ.;;01.04.2019;;;01.04.2019;;;0
KD.BT.009.19;MOBÝLLÝUM-MOBÝL UYGULAMA HÝZMET SÖZLEÞMESÝ;;;Kayýt;01.01.2017;0;01.01.2017;Ýsmail Emre Helvacý;Bilgi Teknolojileri;QDMS'e geçiþ.;;01.01.2017;;;01.01.2017;;;0
KD.BT.010.19;NEFAN-KONFERANS-SES-GÖRÜNTÜ SÝSTEM KURULUM SÖZLEÞMESÝ;;;Kayýt;19.06.2018;0;19.06.2018;Ýsmail Emre Helvacý;Bilgi Teknolojileri;QDMS'e geçiþ.;;19.06.2018;;;19.06.2018;;;0
KD.BT.011.19;ODC-SMART MESSAGE ON DEMAND KULLANIM SÖZLEÞMESÝ;;;Kayýt;19.10.2017;0;19.10.2017;Ýsmail Emre Helvacý;Bilgi Teknolojileri;QDMS'e geçiþ.;;19.10.2017;;;19.10.2017;;;0
KD.BT.012.19;UTARÝT-YAZILIM DONANIM UZAKTAN HÝZMET SÖZLEÞMESÝ;;;Kayýt;01.10.2018;0;01.10.2018;Ýsmail Emre Helvacý;Bilgi Teknolojileri;QDMS'e geçiþ.;;01.10.2018;;;01.10.2018;;;0
KD.BT.013.19;UYUMSOFT-YAZILIM KULLANICI DESTEK SÖZLEÞMESÝ;;;Kayýt;01.01.2019;0;01.01.2019;Ýsmail Emre Helvacý;Bilgi Teknolojileri;QDMS'e geçiþ.;;01.01.2019;;;01.01.2019;;;0
KD.BT.014.19;CAZ-EÐÝTÝM PORTALI HÝZMET SÖZLEÞMESÝ;;;Kayýt;26.01.2019;0;26.01.2019;Ýsmail Emre Helvacý;Bilgi Teknolojileri;QDMS'e geçiþ.;;26.01.2019;;;26.01.2019;;;0
KD.BT.015.19;BBS-BBS-SANALLAÞTIRMA SÝSTEMLERÝ ALIM VE KURULUM HÝZMET SÖZLEÞMESÝ;;;Kayýt;05.12.2019;0;05.12.2019;Fatma Burcu Korkmaz Alagöz;Bilgi Teknolojileri;Yeni Doküman;;12.12.2019;;;12.12.2019;;;60
KD.BT.016.19;BAKIM VE DESTEK SÖZLEÞMESÝ &KAREL;;;Kayýt;05.12.2019;0;05.12.2019;Fatma Burcu Korkmaz Alagöz;Bilgi Teknolojileri;Yeni Doküman;;12.12.2019;;;12.12.2019;;;60
KD.BT.017.19;KAREL MARKA IP TABANLI CCTV SÝSTEMÝ SATIÞ VE KURULUM SÖZLEÞMESÝ;;;Kayýt;05.12.2019;0;05.12.2019;Fatma Burcu Korkmaz Alagöz;Bilgi Teknolojileri;Yeni Doküman;;12.12.2019;;;12.12.2019;;;60
KD.BT.018.19;MOBÝLLÝUM-BAKIM ONARIM VE EK GELÝÞTÝRME SÖZLEÞMESÝ;;;Kayýt;05.12.2019;0;05.12.2019;Fatma Burcu Korkmaz Alagöz;Bilgi Teknolojileri;Yeni Doküman;;12.12.2019;;;12.12.2019;;;60
KD.BT.019.19;NETAÞ-ÇAÐRI BAZLI DESTEK HÝZMET ALIM SÖZLEÞMESÝ;;;Kayýt;05.12.2019;0;05.12.2019;Fatma Burcu Korkmaz Alagöz;Bilgi Teknolojileri;Yeni Doküman;;12.12.2019;;;12.12.2019;;;60
KD.BT.020.19;NETAÞ-SIZMA TESTÝ ALIM SÖZLEÞMESÝ;;;Kayýt;05.12.2019;0;05.12.2019;Fatma Burcu Korkmaz Alagöz;Bilgi Teknolojileri;Yeni Doküman;;12.12.2019;;;12.12.2019;;;60
KD.BT.021.19;CODEN-DANIÞMANLIK (YAZILIM UYGULMA,YAZILIM GELÝÞTÝRME,SÝSTEM BAKIM VE DESTEK, PROJE YÖNETÝMÝ)HÝZMET SÖZLEÞMESÝ;;;Kayýt;05.12.2019;0;05.12.2019;Fatma Burcu Korkmaz Alagöz;Bilgi Teknolojileri;Yeni Doküman;;12.12.2019;;;12.12.2019;;;60
KD.DI.001.19;Etkinlik Takip Formu - 2019;;;Kayýt;04.03.2019;0;04.03.2019;Oya YÜKSEKDEVREZ;Dýþ Ýliþkiler Müdürlüðü;Yeni Doküman;;04.03.2019;;;04.03.2019;;;0
KD.DI.002.19;PUBLISHING ADDICTION SCIENCE 3.EDITION ÇEVÝRÝ HÝZMETÝ ALIM SÖZLEÞMESÝ;;;Sözleþme;05.12.2019;0;05.12.2019;Fatma Burcu Korkmaz Alagöz;Direktörlükler;Yeni Doküman;;12.12.2019;;;12.12.2019;;;60
KD.DI.003.19;TBM EÐÝTÝM MATERYALLERÝ ÇEVÝRÝ PROJESÝ 18 KÝTAPÇIK 1 KILAVUZ AFÝÞLER BROÞÜRLER SUNUMLAR ÇEVÝRÝSÝ HÝZMET SÖZLEÞMESÝ;;;Sözleþme;05.12.2019;0;05.12.2019;Fatma Burcu Korkmaz Alagöz;Direktörlükler;Yeni Doküman;;12.12.2019;;;12.12.2019;;;60
KD.DI.004.19;MELÝKE TURSUNALY-TBM EÐÝTÝM MATERYALLERÝ RUSÇA ÇEVÝRÝ PROJESÝ ;;;Kayýt;05.12.2019;0;05.12.2019;Fatma Burcu Korkmaz Alagöz;Direktörlükler;Yeni Doküman;;12.12.2019;;;12.12.2019;;;60
KD.DI.005.19;ÇEVÝRÝ HÝZMETÝ SÖZLEÞMESÝ;;;Kayýt;05.12.2019;0;05.12.2019;Fatma Burcu Korkmaz Alagöz;Direktörlükler;Yeni Doküman;;12.12.2019;;;12.12.2019;;;60
KD.EG.001.19;PEDAGOJÝ DERNEÐÝ-HÝZMET SÖZLEÞMESÝ;;;Kayýt;01.06.2017;0;01.06.2017;Hakan Çetin;Eðitim Yönetimi;QDMS'e geçiþ.;;27.10.2019;;;01.06.2017;;;0
KD.EG.001.20;VYS Kullanýcý Kýlavuzu;;;Form;30.03.2020;1;29.08.2024;Emine Alanbay;Eðitim Yönetimi;Güncellenen Eðitim Veri Yönetim Sistemi ara yüzüne göre kýlavuz maddeleri revize edilmiþtir.;;06.09.2024;;;06.09.2024;;;0
KD.EG.001.21;Kýyaslama Raporu_BAUSEM;;;Kayýt;22.01.2021;0;22.01.2021;Mehmet Uzun;Eðitim Yönetimi;Yeni Doküman;;22.01.2021;;;22.01.2021;;Zeynep Korkmaz;0
KD.EG.002.19;TAILORMADE-OBM YAZILIM GELÝÞTÝRME HÝZMET SÖZLEÞMESÝ;;;Kayýt;15.10.2018;0;15.10.2018;Hakan Çetin;Eðitim Yönetimi;QDMS'e geçiþ.;;15.10.2018;;;15.10.2018;;;0
KD.EG.002.20;TBM Uygulayýcý Eðitimi Optik Formu;;;Kayýt;30.03.2020;0;30.03.2020;Çiðdem Bayram;Eðitim Yönetimi;Yeni Doküman;;30.03.2020;;;30.03.2020;;Fatih Kerem Yardým;0
KD.EG.002.21.;Kýyaslama Raporu_Medipol Üniversitesi;;;Kayýt;01.03.2021;0;01.03.2021;Zeynep Korkmaz;Eðitim Yönetimi;Yeni Doküman;;01.03.2021;;;01.03.2021;;Zeynep Korkmaz;0
KD.EG.003.19;TAILORMADE- YEDAMSOFT YAZILIM GELÝÞTÝRME HÝZMET SÖZLEÞMESÝ;;;Kayýt;05.11.2018;0;05.11.2018;Hakan Çetin;Eðitim Yönetimi;QDMS'e geçiþ.;;05.11.2018;;;05.11.2018;;;0
KD.EG.003.20;OBM Uygulayýcý Eðitimi Optik Formu;;;Kayýt;30.03.2020;0;30.03.2020;Çiðdem Bayram;Eðitim Yönetimi;Yeni Doküman;;30.03.2020;;;30.03.2020;;Fatih Kerem Yardým;0
KD.EG.003.21;Akran Uygulayýcý Eðitimi Raporu -Temmuz 2021;;;Kayýt;30.07.2021;0;30.07.2021;Zeynep Korkmaz;Eðitim Yönetimi;Yeni Doküman;;22.08.2021;;;22.08.2021;;;60
KD.EG.004.19;TBM Etkililik Analizi Araþtýrmasý 2015-2016;;;Kayýt;02.05.2019;0;24.06.2019;Mehmet Uzun;Yönetim Sistemleri Müdürlüðü;Yeni Doküman;;24.06.2019;;;24.06.2019;;;0
KD.EG.004.20;Ýlkokul Öntest-Teknoloji;;;Kayýt;30.03.2020;0;30.03.2020;Çiðdem Bayram;Eðitim Yönetimi;Yeni Doküman;;30.03.2020;;;30.03.2020;;Fatih Kerem Yardým;0
KD.EG.004.21;Akran Uygulayýcý Eðitimi Raporu -Nisan 2021;;;Kayýt;30.04.2021;0;30.04.2021;Zeynep Korkmaz;Eðitim Yönetimi;Yeni Doküman;;22.08.2021;;;22.08.2021;;;60
KD.EG.005.19;TBM Etkililik Analizi Araþtýrmasý 2018;;;Kayýt;02.05.2019;0;24.06.2019;Mehmet Uzun;Yönetim Sistemleri Müdürlüðü;Yeni Doküman;;24.06.2019;;;24.06.2019;;;0
KD.EG.005.20;Ýlkokul Son Test-Teknoloji;;;Kayýt;30.03.2020;0;30.03.2020;Çiðdem Bayram;Eðitim Yönetimi;Yeni Doküman;;30.03.2020;;;30.03.2020;;Fatih Kerem Yardým;0
KD.EG.005.21;Erkurt Holding Eðitim Raporu;;;Kayýt;29.01.2021;0;29.01.2021;Zeynep Korkmaz;Eðitim Yönetimi;Yeni Doküman;;22.08.2021;;;22.08.2021;;;60
KD.EG.006.19;Yeþilay Akademi;;;Kayýt;16.05.2019;0;16.05.2019;Mehmet Uzun;Eðitim Yönetimi;Yeni Doküman;;16.05.2019;;;16.05.2019;;;0
KD.EG.006.20;Ortaokul Ön Test -Saðlýklý Yaþam;;;Kayýt;30.03.2020;0;30.03.2020;Çiðdem Bayram;Eðitim Yönetimi;Yeni Doküman;;30.03.2020;;;30.03.2020;;Fatih Kerem Yardým;0
KD.EG.006.21;Gençlik Kollarý Uygulayýcý Eðitimi Raporu;;;Kayýt;26.02.2021;0;26.02.2021;Zeynep Korkmaz;Eðitim Yönetimi;Yeni Doküman;;22.08.2021;;;22.08.2021;;;60
KD.EG.006.22;Ýçerik Deðerlendirme Maddeleri Tablosu;;;Kayýt;03.02.2025;0;03.02.2025;Tuba Özdemir;Eðitim Yönetimi;Yeni Doküman;;22.04.2025;;;22.04.2025;;Nihan Sönmez;60
KD.EG.007.19;Yeþilay Akademi Toplantý Tutanaðý.2;;;Kayýt;02.07.2019;0;26.09.2019;Mehmet Uzun;Eðitim Yönetimi;Yeni Doküman;;02.07.2019;;;02.07.2019;;;0
KD.EG.007.20;Ortaokul Son Test-Saðlýklý Yaþam;;;Kayýt;30.03.2020;0;30.03.2020;Çiðdem Bayram;Eðitim Yönetimi;Yeni Doküman;;30.03.2020;;;30.03.2020;;Fatih Kerem Yardým;0
KD.EG.007.21;Ýstanbul Ýl Jandarma Komutanlýðý TBM Madde Baðýmlýlýðý Ve Yedam Tanýtým Eðitimi Deðerlendirme Raporu;;;Kayýt;29.01.2021;0;29.01.2021;Zeynep Korkmaz;Eðitim Yönetimi;Yeni Doküman;;22.08.2021;;;22.08.2021;;;60
KD.EG.008.19;Yeþilay Akademi Toplantý Tutanaðý 3;;;Kayýt;03.07.2019;0;03.07.2019;Mehmet Uzun;Eðitim Yönetimi;Yeni Doküman;;03.07.2019;;;03.07.2019;;;0
KD.EG.008.20;Lise Ön Test- Sigara;;;Kayýt;30.03.2020;0;30.03.2020;Çiðdem Bayram;Eðitim Yönetimi;Yeni Doküman;;30.03.2020;;;30.03.2020;;Fatih Kerem Yardým;0
KD.EG.008.21;Kýrýkkale UEP Raporu;;;Kayýt;31.03.2021;0;31.03.2021;Zeynep Korkmaz;Eðitim Yönetimi;Yeni Doküman;;22.08.2021;;;22.08.2021;;;60
KD.EG.009.19;Yeþilay Akademi Toplantý Tutanaðý 4;;;Kayýt;01.08.2019;0;01.08.2019;Mehmet Uzun;Eðitim Yönetimi;Yeni Doküman;;01.08.2019;;;01.08.2019;;;0
KD.EG.009.20;Lise Son Test- Sigara;;;Kayýt;30.03.2020;0;30.03.2020;;Eðitim Yönetimi;Yeni Doküman;;30.03.2020;;;30.03.2020;;Fatih Kerem Yardým;0
KD.EG.009.21;TEÝAÞ Yeþilay TBM Farkýndalýk Eðitimi Raporu;;;Kayýt;21.06.2021;0;21.06.2021;Zeynep Korkmaz;Eðitim Yönetimi;Yeni Doküman;;22.08.2021;;;22.08.2021;;;60
KD.EG.010.19;Yeþilay Akademi Toplantý Tutanaðý 5;;;Kayýt;05.08.2019;0;26.09.2019;Mehmet Uzun;Eðitim Yönetimi;Yeni Doküman;;05.08.2019;;;05.08.2019;;;0
KD.EG.010.20;Yetiþkin Ön Test- Madde;;;Kayýt;30.03.2020;0;30.03.2020;Çiðdem Bayram;Eðitim Yönetimi;Yeni Doküman;;30.03.2020;;;30.03.2020;;Fatih Kerem Yardým;0
KD.EG.010.21;Yeþilay TBM Tütün Baðýmlýlýðý Eðitimi Raporu - Özler Plastik;;;Kayýt;03.03.2021;0;03.03.2021;Zeynep Korkmaz;Eðitim Yönetimi;Yeni Doküman;;22.08.2021;;;22.08.2021;;;60
KD.EG.011.19;Yeþilay Akademi Toplantý Tutanaðý 6;;;Kayýt;09.09.2019;0;09.09.2019;Mehmet Uzun;Eðitim Yönetimi;Yeni Doküman;;09.09.2019;;;09.09.2019;;;0
KD.EG.011.20;Yetiþkin Son Test- Madde;;;Kayýt;30.03.2020;0;30.03.2020;Çiðdem Bayram;Eðitim Yönetimi;Yeni Doküman;;30.03.2020;;;30.03.2020;;Fatih Kerem Yardým;0
KD.EG.011.21;Eltemtek TBM Farkýndalýk Eðitimi Raporu;;;Kayýt;23.06.2021;0;23.06.2021;Zeynep Korkmaz;Eðitim Yönetimi;Yeni Doküman;;22.08.2021;;;22.08.2021;;;60
KD.EG.012.19;Yeþilay Akademi Toplantý Tutanaðý 7;;;Kayýt;12.09.2019;0;12.09.2019;Mehmet Uzun;Eðitim Yönetimi;Yeni Doküman;;12.09.2019;;;12.09.2019;;;0
KD.EG.012.20;TBM Formatör Eðitimleri Memnuniyet Raporu;;;Kayýt;07.01.2020;0;07.01.2020;Çiðdem Bayram;Yönetim Sistemleri;Yeni Doküman;;07.01.2020;;;07.01.2020;;;0
KD.EG.013.19;Kýyaslama Raporu_Acýbadem Üniversitesi;;;Kayýt;31.07.2019;0;31.07.2019;Mehmet Uzun;Eðitim Yönetimi;Yeni Doküman;;31.07.2019;;;31.07.2019;;;0
KD.EG.013.20;TBM Uygulayýcý Eðitimleri Memnuniyet Raporu;;;Kayýt;07.01.2020;0;07.01.2020;Çiðdem Bayram;Yönetim Sistemleri;Yeni Doküman;;07.01.2020;;;07.01.2020;;;0
KD.EG.014.19;Kýyaslama Raporu_YTÜ Sürekli Eðitim Merkezi;;;Kayýt;03.07.2019;0;03.07.2019;Mehmet Uzun;Eðitim Yönetimi;Yeni Doküman;;03.07.2019;;;03.07.2019;;;0
KD.EG.014.20;TBM Uygulayýcý Eðitimleri Memnuniyet Raporu;;;Kayýt;07.07.2020;0;07.07.2020;Çiðdem Bayram;Yönetim Sistemleri;Yeni Doküman;;07.07.2020;;;07.07.2020;;;0
KD.EG.015.19;YYBE EÐÝTÝM PROGRAMI ÖLÇEKLERÝ GEÇERLÝK GÜVENÝRLÝK ÇALIÞMASI DANIÞMANLIK SÖZLEÞMESÝ;;;Kayýt;05.12.2019;0;05.12.2019;Fatma Burcu Korkmaz Alagöz;Eðitim Yönetimi;Yeni Doküman;;12.12.2019;;;12.12.2019;;;60
KD.EG.015.20;OBM Tanýtým Sunumu;;;Kayýt;01.09.2020;0;01.09.2020;;Eðitim Yönetimi;Yeni Doküman;;01.09.2020;;;01.09.2020;;;0
KD.EG.016.19;EBEVEYN KÝTAPÇIÐI ÝÇERÝÐÝNÝN GENÝÞLETÝLMESÝNE ÝLÝÞKÝN DANIÞMANLIK SÖZLEÞMESÝ;;;Kayýt;05.12.2019;0;05.12.2019;Fatma Burcu Korkmaz Alagöz;Satýn Alma;Yeni Doküman;;12.12.2019;;;12.12.2019;;;60
KD.EG.016.20;Kumar Baðýmlýlýðý Literatür Taramasý Raporu 2020;;;Kayýt;13.04.2020;0;13.04.2020;Zeynep Korkmaz;Eðitim Yönetimi;Yeni Doküman;;29.07.2021;;;29.07.2021;;;60
KD.EG.017.19;OBM DANISMANLIK HÝZMETÝ SÖZLEÞMESÝ;;;Kayýt;05.12.2019;0;05.12.2019;Fatma Burcu Korkmaz Alagöz;Eðitim Yönetimi;Yeni Doküman;;12.12.2019;;;12.12.2019;;;60
KD.EG.017.20;Diyanet Ýþleri Baþkanlýðý TBM Uygulayýcý Eðitimi Deðerlendirme Raporu - Þubat 2020;;;Kayýt;28.02.2020;0;28.02.2020;Zeynep Korkmaz;Eðitim Yönetimi;Yeni Doküman;;06.09.2021;;;06.09.2021;;;60
KD.EG.018.19;21.09.2019 TARÝHLÝ RUHSAK SÖZLEÞMESÝNÝN FESÝH PROTOKOLU;;;Kayýt;05.12.2019;0;05.12.2019;Fatma Burcu Korkmaz Alagöz;Eðitim Yönetimi;Yeni Doküman;;12.12.2019;;;12.12.2019;;;60
KD.EG.018.20;Türkiye Ýþ Kurumu TBM Uygulayýcý Eðitimi Deðerlendirme Raporu - Ocak 2020;;;Kayýt;15.01.2020;0;15.01.2020;Zeynep Korkmaz;Eðitim Yönetimi;Yeni Doküman;;06.09.2021;;;06.09.2021;;;60
KD.EG.019.19;DANIÞMANLIK HÝZMET SÖZLEÞMESÝ;;;Kayýt;05.12.2019;0;05.12.2019;Fatma Burcu Korkmaz Alagöz;Eðitim Yönetimi;Yeni Doküman;;12.12.2019;;;12.12.2019;;;60
KD.EG.019.20;OBM Uygulayýcý Eðitimi Deðerlendirme Raporu- Þubat 2020;;;Kayýt;14.02.2020;0;14.02.2020;Zeynep Korkmaz;Eðitim Yönetimi;Yeni Doküman;;06.09.2021;;;06.09.2021;;;60
KD.EG.020.19;EÐÝTÝM VERÝ YÖNETÝMÝ SÝSTEMÝ YAZILIM GELÝÞTÝRME SÖZLEÞMESÝ;;;Kayýt;05.12.2019;0;05.12.2019;Fatma Burcu Korkmaz Alagöz;Eðitim Yönetimi;Yeni Doküman;;12.12.2019;;;12.12.2019;;;60
